user,day,numdistinctRecipientsDay,numdistinctRecipientsNight,numinternalRecipientsDay,numinternalRecipientsNight
MAC1404,2010-01-12,0,23,0,6
MAC2962,2010-01-12,33,3,10,2
MAC3214,2010-01-12,18,0,4,0
MAG2667,2010-01-12,19,0,5,0
MAH0438,2010-01-12,3,10,2,6
MAH0590,2010-01-12,17,2,4,1
MAH2095,2010-01-12,16,0,5,0
MAK1309,2010-01-12,16,0,3,0
MAL0434,2010-01-12,15,2,10,1
MAL2345,2010-01-12,10,0,2,0
MAM2363,2010-01-12,6,6,1,0
MAM2630,2010-01-12,23,0,7,0
MAP0215,2010-01-12,9,17,4,3
MAR2386,2010-01-12,8,35,3,9
MAS3218,2010-01-12,20,4,2,2
MAW0532,2010-01-12,19,3,4,1
MAY0978,2010-01-12,11,0,3,0
MBA1797,2010-01-12,20,8,4,1
MBA2092,2010-01-12,17,3,8,1
MBB2649,2010-01-12,8,0,3,0
MBC0803,2010-01-12,16,0,7,0
MBF3126,2010-01-12,8,0,9,0
MBG3183,2010-01-12,22,4,6,1
MBH0476,2010-01-12,22,0,6,0
MBH0527,2010-01-12,14,11,3,4
MBH1370,2010-01-12,14,0,8,0
MBH3427,2010-01-12,37,0,12,0
MBL1247,2010-01-12,20,0,6,0
MBL2383,2010-01-12,8,21,4,9
MBN3610,2010-01-12,4,20,1,4
MBP1728,2010-01-12,30,19,7,3
MBP1960,2010-01-12,0,16,0,5
MBR3261,2010-01-12,3,0,0,0
MBR3648,2010-01-12,2,0,0,0
MBS1375,2010-01-12,20,0,3,0
MBS3902,2010-01-12,24,2,7,1
MBW1099,2010-01-12,17,3,3,0
MCB0591,2010-01-12,13,0,9,0
MCB2802,2010-01-12,2,0,0,0
MCC0856,2010-01-12,4,0,1,0
MCF3187,2010-01-12,0,17,0,8
MCH3354,2010-01-12,26,0,10,0
MCJ3137,2010-01-12,18,6,5,2
MCK0435,2010-01-12,0,15,0,3
MCM2189,2010-01-12,5,0,1,0
MCM2375,2010-01-12,27,0,9,0
MCN0985,2010-01-12,6,6,2,1
MCO3164,2010-01-12,23,8,3,2
MCQ1546,2010-01-12,5,0,1,0
MCR3885,2010-01-12,16,4,7,1
MCS0512,2010-01-12,16,0,9,0
MCS1078,2010-01-12,22,0,6,0
MCS3301,2010-01-12,0,2,0,1
MCT0424,2010-01-12,5,4,1,1
MCT1067,2010-01-12,18,0,8,0
MCW0674,2010-01-12,0,21,0,6
MCW2546,2010-01-12,4,4,0,1
MCW3493,2010-01-12,17,18,3,2
MCY0601,2010-01-12,11,0,1,0
MDB0680,2010-01-12,20,0,5,0
MDD1920,2010-01-12,11,5,3,1
MDE2114,2010-01-12,17,0,5,0
MDF1222,2010-01-12,8,16,3,2
MDG0019,2010-01-12,14,7,9,1
MDG0657,2010-01-12,7,17,2,3
MDG2418,2010-01-12,18,2,8,0
MDG3281,2010-01-12,4,0,1,0
MDH0211,2010-01-12,18,3,4,0
MDH1924,2010-01-12,13,2,5,0
MDH2713,2010-01-12,12,0,4,0
MDH3639,2010-01-12,2,0,0,0
MDM2496,2010-01-12,22,0,3,0
MDM3580,2010-01-12,7,9,2,5
MDO0606,2010-01-12,8,0,3,0
MDP0161,2010-01-12,5,7,4,2
MDP1412,2010-01-12,9,10,2,1
MDS0285,2010-01-12,12,15,2,4
MDS0759,2010-01-12,6,10,3,1
MEA3886,2010-01-12,17,2,5,1
MEB2241,2010-01-12,5,0,0,0
MEB3004,2010-01-12,33,13,6,2
MEC0781,2010-01-12,21,0,8,0
MEM1745,2010-01-12,28,0,10,0
MET1881,2010-01-12,15,0,7,0
MEV2182,2010-01-12,0,6,0,1
MEW1406,2010-01-12,8,9,2,4
MFB0040,2010-01-12,6,25,3,7
MFD2890,2010-01-12,24,14,6,2
MFK0902,2010-01-12,5,0,0,0
MFL0355,2010-01-12,34,0,9,0
MFW0646,2010-01-12,20,0,7,0
MGB0326,2010-01-12,9,8,6,4
MGG0080,2010-01-12,5,13,1,2
MGG1756,2010-01-12,30,0,8,0
MGM0569,2010-01-12,21,0,8,0
MGS2159,2010-01-12,5,0,1,0
MHA0667,2010-01-12,16,3,7,2
MHB0845,2010-01-12,5,0,1,0
MHG3749,2010-01-12,4,5,0,1
MHH0034,2010-01-12,19,6,10,2
MHH2192,2010-01-12,3,0,0,0
MHM2370,2010-01-12,8,0,3,0
MHR0581,2010-01-12,8,14,2,3
MHS0125,2010-01-12,22,0,7,0
MHS1125,2010-01-12,20,0,6,0
MHS1146,2010-01-12,24,0,7,0
MHS2634,2010-01-12,14,0,9,0
MHV1529,2010-01-12,2,0,1,0
MIA0939,2010-01-12,3,2,2,1
MIA3825,2010-01-12,6,2,2,0
MIC2325,2010-01-12,23,20,4,4
MJA2380,2010-01-12,36,7,7,2
MJB2167,2010-01-12,2,0,1,0
MJB3866,2010-01-12,18,0,4,0
MJC1471,2010-01-12,6,6,0,2
MJD0469,2010-01-12,14,0,8,0
MJF0334,2010-01-12,6,0,3,0
MJG2304,2010-01-12,4,3,1,2
MJH3822,2010-01-12,10,0,1,0
MJK0037,2010-01-12,20,8,5,3
MJM3657,2010-01-12,3,0,1,0
MJP2421,2010-01-12,20,11,7,1
MJR0244,2010-01-12,10,6,3,3
MJS0832,2010-01-12,6,0,2,0
MJS1251,2010-01-12,20,0,5,0
MJS3720,2010-01-12,24,10,6,3
MJW2032,2010-01-12,20,0,7,0
MKC1094,2010-01-12,18,0,3,0
MKC2767,2010-01-12,22,0,6,0
MKD1004,2010-01-12,19,19,9,6
MKH1959,2010-01-12,19,6,3,1
MKJ1574,2010-01-12,0,4,0,1
MKM0647,2010-01-12,2,24,1,6
MKM1993,2010-01-12,6,4,6,0
MKN3375,2010-01-12,25,12,8,3
MKO0749,2010-01-12,19,0,3,0
MKR1339,2010-01-12,9,0,1,0
MKR2138,2010-01-12,18,0,6,0
MKR2258,2010-01-12,27,8,10,0
MKW0157,2010-01-12,19,0,3,0
MLB1214,2010-01-12,0,15,0,8
MLC3482,2010-01-12,10,0,1,0
MLF2319,2010-01-12,23,0,11,0
MLG2305,2010-01-12,14,0,2,0
MLJ1461,2010-01-12,11,0,6,0
MLM2021,2010-01-12,9,5,6,2
MLP3859,2010-01-12,16,24,3,5
MLS2856,2010-01-12,5,0,1,0
MLV0088,2010-01-12,26,0,6,0
MLV3376,2010-01-12,0,36,0,10
MLW0296,2010-01-12,2,15,1,8
MLW2240,2010-01-12,2,0,0,0
MMA1255,2010-01-12,16,0,6,0
MMB0185,2010-01-12,23,0,8,0
MMB2285,2010-01-12,6,5,0,2
MMC0261,2010-01-12,19,5,3,1
MMC1084,2010-01-12,18,2,4,0
MMD2022,2010-01-12,15,6,7,1
MME3399,2010-01-12,14,0,3,0
MMH2878,2010-01-12,26,0,8,0
MMJ0070,2010-01-12,7,4,1,0
MMJ3368,2010-01-12,15,21,3,7
MML2045,2010-01-12,17,6,3,0
MMM2156,2010-01-12,6,0,1,0
MMR0700,2010-01-12,19,0,5,0
MMR1435,2010-01-12,9,8,2,1
MMR1695,2010-01-12,9,2,1,0
MMR1864,2010-01-12,18,0,3,0
MMS0241,2010-01-12,16,9,4,4
MMW1927,2010-01-12,9,8,4,2
MNB2570,2010-01-12,24,0,7,0
MNB3094,2010-01-12,22,0,5,0
MNC0433,2010-01-12,17,0,7,0
MNC3485,2010-01-12,23,0,9,0
MND1058,2010-01-12,19,0,4,0
MNG3693,2010-01-12,6,0,1,0
MNM1161,2010-01-12,17,0,6,0
MNM2369,2010-01-12,10,0,2,0
MNN1167,2010-01-12,16,6,2,2
MNP0290,2010-01-12,21,0,8,0
MNP0955,2010-01-12,33,0,9,0
MNR1903,2010-01-12,7,14,3,6
MNS1394,2010-01-12,11,4,0,1
MNT0922,2010-01-12,34,0,13,0
MNV0618,2010-01-12,14,10,5,1
MNW1733,2010-01-12,12,0,2,0
MNW1827,2010-01-12,4,9,3,2
MNW2267,2010-01-12,33,0,10,0
MOB1914,2010-01-12,11,2,8,1
MOS0496,2010-01-12,12,15,1,2
MOW1104,2010-01-12,0,14,0,7
MPB2578,2010-01-12,17,3,5,2
MPG1307,2010-01-12,11,0,5,0
MPH0153,2010-01-12,12,0,2,0
MPS2849,2010-01-12,6,0,0,0
MPY0478,2010-01-12,11,0,2,0
MQM1638,2010-01-12,3,0,3,0
MQR1657,2010-01-12,29,0,5,0
MQS3541,2010-01-12,7,13,1,6
MRB0796,2010-01-12,10,0,9,0
MRB2390,2010-01-12,23,13,3,2
MRC2160,2010-01-12,3,0,1,0
MRE0567,2010-01-12,12,5,4,3
MRE3723,2010-01-12,31,5,10,1
MRH2516,2010-01-12,22,0,8,0
MRH2722,2010-01-12,15,5,4,2
MRL2636,2010-01-12,18,6,7,1
MRM2906,2010-01-12,12,0,3,0
MRS0368,2010-01-12,22,0,12,0
MRS0409,2010-01-12,30,0,11,0
MRS1520,2010-01-12,4,0,1,0
MRT1855,2010-01-12,14,0,3,0
MRW2504,2010-01-12,19,10,3,2
MRW3143,2010-01-12,17,0,5,0
MSB0830,2010-01-12,6,6,1,2
MSB2786,2010-01-12,2,0,1,0
MSF3311,2010-01-12,2,0,1,0
MSH1269,2010-01-12,7,0,2,0
MSH2210,2010-01-12,2,0,0,0
MSM3264,2010-01-12,2,0,1,0
MSP3845,2010-01-12,9,0,8,0
MSR2202,2010-01-12,2,0,0,0
MSR2850,2010-01-12,5,0,1,0
MSR3709,2010-01-12,2,0,0,0
MST2486,2010-01-12,21,0,3,0
MTB2982,2010-01-12,8,0,2,0
MTC0855,2010-01-12,6,0,1,0
MTG0463,2010-01-12,16,0,7,0
MTL3695,2010-01-12,4,0,1,0
MTM1434,2010-01-12,11,6,2,4
MTN1330,2010-01-12,21,0,7,0
MTP2675,2010-01-12,12,12,4,3
MTS0465,2010-01-12,13,13,3,5
MTW3317,2010-01-12,5,0,1,0
MUH3099,2010-01-12,20,0,3,0
MUO3601,2010-01-12,18,0,3,0
MVA2547,2010-01-12,10,11,3,5
MVA3761,2010-01-12,9,0,2,0
MVB3343,2010-01-12,0,5,0,0
MVO2746,2010-01-12,7,12,2,4
MVS1908,2010-01-12,13,10,2,4
MVW3821,2010-01-12,8,0,3,0
MWB0710,2010-01-12,15,0,7,0
MWB4000,2010-01-12,4,0,0,0
MWG1570,2010-01-12,2,0,0,0
MWH0347,2010-01-12,6,0,0,0
MWH1018,2010-01-12,11,0,2,0
MWK3854,2010-01-12,25,0,11,0
MWO0559,2010-01-12,14,10,2,3
MXG0821,2010-01-12,16,7,6,1
MXR3432,2010-01-12,32,0,13,0
MYB3817,2010-01-12,4,0,3,0
MYW0914,2010-01-12,30,0,13,0
MZG2261,2010-01-12,36,0,10,0
NAH3759,2010-01-12,8,0,2,0
NAK2784,2010-01-12,0,5,0,1
NAR1527,2010-01-12,5,0,0,0
NBC0607,2010-01-12,10,0,1,0
NBD2469,2010-01-12,25,0,6,0
NBF3844,2010-01-12,13,0,6,0
NBH3076,2010-01-12,14,0,3,0
NBL0182,2010-01-12,17,8,7,1
NBL2243,2010-01-12,5,0,1,0
NBN2651,2010-01-12,14,10,4,2
NBP0217,2010-01-12,6,11,3,3
NBR1873,2010-01-12,17,0,3,0
NBR3731,2010-01-12,18,14,6,2
NBT3447,2010-01-12,12,0,2,0
NBW2810,2010-01-12,3,0,0,0
NCA3027,2010-01-12,23,0,9,0
NCB2660,2010-01-12,18,0,5,0
NCM3725,2010-01-12,29,2,8,1
NCO1443,2010-01-12,16,0,5,0
NCR2854,2010-01-12,5,0,1,0
NCS0425,2010-01-12,9,0,2,0
NCS1854,2010-01-12,19,0,5,0
NCS3577,2010-01-12,15,5,4,1
NCS3715,2010-01-12,13,10,7,3
NCT0983,2010-01-12,14,0,2,0
NCT3492,2010-01-12,9,12,4,7
NCV0758,2010-01-12,21,0,5,0
NDA0536,2010-01-12,20,0,9,0
NDB0517,2010-01-12,5,18,2,3
NDC0948,2010-01-12,36,0,13,0
NDG3403,2010-01-12,8,0,3,0
NDH3827,2010-01-12,9,0,3,0
NDK3436,2010-01-12,23,8,6,0
NDM2251,2010-01-12,5,0,1,0
NDR1456,2010-01-12,19,6,4,0
NDS1897,2010-01-12,10,0,3,0
NDW1863,2010-01-12,20,0,4,0
NDW3217,2010-01-12,7,0,3,0
NEA3248,2010-01-12,3,20,2,4
NEB0371,2010-01-12,0,14,0,4
NEB3445,2010-01-12,11,0,2,0
NEC2033,2010-01-12,19,0,4,0
NEC2446,2010-01-12,14,0,5,0
NEE1632,2010-01-12,10,0,2,0
NEH1185,2010-01-12,24,5,7,1
NEH3435,2010-01-12,37,0,8,0
NEW2490,2010-01-12,0,21,0,4
NFP2441,2010-01-12,25,0,7,0
NGA0929,2010-01-12,15,0,1,0
NGB0066,2010-01-12,15,0,9,0
NGC1617,2010-01-12,8,5,1,1
NGH1256,2010-01-12,22,0,5,0
NGP0549,2010-01-12,14,0,9,0
NGR2884,2010-01-12,13,19,2,7
NGS2820,2010-01-12,3,0,0,0
NGV3638,2010-01-12,0,2,0,1
NGW2341,2010-01-12,26,10,12,1
NHD2497,2010-01-12,9,19,1,2
NHE3204,2010-01-12,19,5,3,1
NHG3810,2010-01-12,0,6,0,1
NHH1704,2010-01-12,22,0,13,0
NHH3276,2010-01-12,0,2,0,1
NHK2846,2010-01-12,6,0,1,0
NHM1805,2010-01-12,20,4,4,1
NHN0711,2010-01-12,13,10,6,4
NHP0412,2010-01-12,3,0,2,0
NHR1220,2010-01-12,10,6,2,3
NHR2050,2010-01-12,15,2,6,1
NHS3981,2010-01-12,2,0,1,0
NHV2004,2010-01-12,20,0,8,0
NHW0864,2010-01-12,3,0,1,0
NHY0685,2010-01-12,14,6,4,0
NIB1197,2010-01-12,16,0,7,0
NIM0052,2010-01-12,7,20,4,3
NIM1630,2010-01-12,6,0,3,0
NIR3139,2010-01-12,14,0,6,0
NIR3987,2010-01-12,2,0,1,0
NIW3071,2010-01-12,16,4,5,1
NJC1951,2010-01-12,10,12,1,4
NJG2979,2010-01-12,9,0,0,0
NJG3144,2010-01-12,20,0,8,0
NJH0196,2010-01-12,18,0,1,0
NJL0974,2010-01-12,7,0,1,0
NJL2478,2010-01-12,16,0,4,0
NJM0173,2010-01-12,29,28,8,8
NJM0440,2010-01-12,22,0,7,0
NJM3961,2010-01-12,0,6,0,1
NJO1460,2010-01-12,20,8,5,3
NJP1439,2010-01-12,16,6,5,1
NJR1714,2010-01-12,41,0,14,0
NJS2473,2010-01-12,16,0,5,0
NJS2498,2010-01-12,9,8,3,4
NJS2657,2010-01-12,17,6,8,0
NJW2402,2010-01-12,18,0,6,0
NKC3652,2010-01-12,2,0,0,0
NKD3073,2010-01-12,14,7,5,3
NKG2706,2010-01-12,17,0,7,0
NKM2195,2010-01-12,0,2,0,1
NKN3153,2010-01-12,18,0,7,0
NKV1451,2010-01-12,13,11,1,2
NLC2601,2010-01-12,18,0,6,0
NLN0513,2010-01-12,16,4,6,1
NLN0673,2010-01-12,23,0,4,0
NLP0155,2010-01-12,13,0,1,0
NLS1866,2010-01-12,8,17,2,3
NMC3998,2010-01-12,0,5,0,1
NMM1560,2010-01-12,6,0,1,0
NMM1844,2010-01-12,18,2,4,1
NMP3872,2010-01-12,18,0,7,0
NMR2725,2010-01-12,12,8,2,2
NMS1493,2010-01-12,2,0,1,0
NMV2556,2010-01-12,11,9,3,1
NNB2730,2010-01-12,8,13,3,5
NNB3989,2010-01-12,5,0,1,0
NNF3968,2010-01-12,0,5,0,1
NNJ1215,2010-01-12,9,12,2,2
NNJ2986,2010-01-12,2,2,2,1
NNM2862,2010-01-12,5,0,1,0
NNP0229,2010-01-12,9,0,0,0
NOD1261,2010-01-12,9,8,6,2
NOE2965,2010-01-12,6,4,0,1
NPK0369,2010-01-12,21,4,12,1
NPR1612,2010-01-12,36,5,8,1
NPS1563,2010-01-12,0,2,0,0
NQM0084,2010-01-12,4,16,0,8
NQO2712,2010-01-12,13,4,4,2
NRE1755,2010-01-12,27,5,8,2
NRG1562,2010-01-12,2,0,1,0
NRK3448,2010-01-12,3,0,2,0
NRN1312,2010-01-12,20,5,6,1
NRN2936,2010-01-12,35,0,12,0
NRT1320,2010-01-12,8,6,1,1
NSB1016,2010-01-12,33,0,6,0
NSC0237,2010-01-12,18,7,3,2
NSC1741,2010-01-12,13,3,3,1
NSC1939,2010-01-12,18,0,3,0
NSC3036,2010-01-12,17,16,1,1
NSE3944,2010-01-12,2,0,1,0
NSM1464,2010-01-12,13,0,3,0
NSM2805,2010-01-12,6,0,1,0
NSR2539,2010-01-12,18,7,3,2
NSW0122,2010-01-12,19,0,7,0
NSW3199,2010-01-12,18,0,8,0
NTC2663,2010-01-12,13,0,4,0
NTE3084,2010-01-12,17,0,6,0
NTF1342,2010-01-12,18,0,4,0
NTH2822,2010-01-12,0,3,0,1
NTP2146,2010-01-12,18,0,2,0
NUK1513,2010-01-12,6,0,0,0
NVH3726,2010-01-12,32,2,8,1
NVL2180,2010-01-12,4,0,0,0
NWH2076,2010-01-12,18,6,4,1
NWH2896,2010-01-12,24,6,6,2
NWO3501,2010-01-12,24,4,7,1
NWV0966,2010-01-12,31,3,8,0
NYC2048,2010-01-12,19,0,5,0
NYS2040,2010-01-12,18,4,8,1
OAG1468,2010-01-12,18,6,6,2
OAP2825,2010-01-12,4,0,1,0
OAS0991,2010-01-12,18,9,6,2
OAW3013,2010-01-12,20,4,4,1
OBH3008,2010-01-12,18,30,3,4
OCC0107,2010-01-12,21,0,6,0
OCD3513,2010-01-12,16,6,4,2
OCH2853,2010-01-12,4,0,1,0
OCS1541,2010-01-12,2,0,1,0
ODB0151,2010-01-12,17,0,9,0
ODB1853,2010-01-12,13,0,4,0
ODC0002,2010-01-12,0,21,0,7
ODS0893,2010-01-12,0,2,0,0
ODW2194,2010-01-12,0,3,0,0
OED3393,2010-01-12,7,0,1,0
OEJ1648,2010-01-12,26,6,7,2
OEN0432,2010-01-12,15,14,6,2
OGD0015,2010-01-12,25,0,11,0
OGW0251,2010-01-12,35,18,9,3
OGW3384,2010-01-12,8,0,2,0
OHC1892,2010-01-12,16,0,8,0
OHD2274,2010-01-12,27,0,9,0
OHF0078,2010-01-12,10,0,0,0
OHG3736,2010-01-12,0,27,0,8
OHM1030,2010-01-12,15,21,2,5
OIP0988,2010-01-12,20,3,7,4
OJB1095,2010-01-12,20,0,5,0
OJB1538,2010-01-12,0,3,0,1
OJG3395,2010-01-12,9,0,2,0
OJM1324,2010-01-12,19,13,2,2
OJR2085,2010-01-12,20,0,4,0
OJT3599,2010-01-12,14,18,3,1
OJV2346,2010-01-12,4,3,0,2
OKF2007,2010-01-12,13,7,1,2
OKG1889,2010-01-12,17,0,7,0
OKH3777,2010-01-12,0,35,0,8
OLA2686,2010-01-12,25,0,4,0
OLB2930,2010-01-12,0,9,0,3
OLH3452,2010-01-12,2,7,1,1
OLR2564,2010-01-12,17,6,2,1
OMB2053,2010-01-12,19,3,6,2
OMB3507,2010-01-12,19,0,7,0
OMM0835,2010-01-12,10,2,1,1
OMP1671,2010-01-12,20,18,6,5
ONR3291,2010-01-12,0,6,0,1
OQL3890,2010-01-12,2,19,1,6
ORB0755,2010-01-12,10,6,7,1
ORB2880,2010-01-12,33,0,5,0
ORH2010,2010-01-12,16,11,5,1
ORJ1401,2010-01-12,9,11,3,4
ORM1484,2010-01-12,6,0,1,0
OSC1925,2010-01-12,14,0,4,0
OTD1228,2010-01-12,8,18,1,2
OUH0741,2010-01-12,17,8,5,2
OUJ2510,2010-01-12,19,3,5,2
OVM1496,2010-01-12,2,0,0,0
OWC2563,2010-01-12,20,2,4,0
OWD0981,2010-01-12,9,0,1,0
OWL2872,2010-01-12,0,2,0,1
OXS0363,2010-01-12,2,14,1,9
OZH2737,2010-01-12,15,0,7,0
PAA2738,2010-01-12,21,2,5,1
PAB0879,2010-01-12,2,0,0,0
PAF1373,2010-01-12,11,7,1,4
PAM0505,2010-01-12,12,4,8,0
PAS2864,2010-01-12,2,0,1,0
PCA3212,2010-01-12,3,12,2,4
PCA3344,2010-01-12,2,0,1,0
PCB0545,2010-01-12,23,0,3,0
PCB1603,2010-01-12,30,0,15,0
PCC0604,2010-01-12,0,5,0,3
PCM0609,2010-01-12,4,0,1,0
PCS1747,2010-01-12,16,20,5,4
PCT1234,2010-01-12,14,12,2,2
PDC1453,2010-01-12,20,0,5,0
PDG2607,2010-01-12,14,0,5,0
PDJ3711,2010-01-12,27,0,11,0
PDK3856,2010-01-12,20,13,7,2
PDM0304,2010-01-12,2,0,1,0
PEB3161,2010-01-12,16,9,3,3
PEB3768,2010-01-12,2,6,1,2
PEC0475,2010-01-12,12,2,6,1
PEV3531,2010-01-12,19,0,9,0
PEV3955,2010-01-12,2,0,1,0
PFC3807,2010-01-12,2,3,1,2
PGF3491,2010-01-12,19,13,6,3
PGM0342,2010-01-12,2,0,1,0
PGS3797,2010-01-12,30,5,10,1
PHA0726,2010-01-12,6,2,2,1
PHB0124,2010-01-12,18,0,8,0
PHB2209,2010-01-12,3,0,1,0
PHH1524,2010-01-12,5,0,1,0
PHO1937,2010-01-12,10,0,9,0
PIG2047,2010-01-12,18,0,5,0
PIM3569,2010-01-12,13,10,3,2
PIP3915,2010-01-12,0,2,0,1
PJC1252,2010-01-12,26,0,8,0
PJF2579,2010-01-12,13,12,2,3
PJM3025,2010-01-12,21,5,11,1
PJP2632,2010-01-12,17,0,3,0
PJS2078,2010-01-12,18,6,4,1
PKB2483,2010-01-12,5,0,1,0
PKB2732,2010-01-12,0,21,0,6
PKH0730,2010-01-12,9,0,3,0
PKR1145,2010-01-12,16,5,5,2
PLH0411,2010-01-12,29,0,14,0
PLH1807,2010-01-12,11,0,7,0
PLJ1771,2010-01-12,10,3,5,2
PLJ3274,2010-01-12,2,0,0,0
PLM3935,2010-01-12,6,0,1,0
PLT3283,2010-01-12,4,0,1,0
PMA2693,2010-01-12,17,4,5,1
PMF0768,2010-01-12,22,0,5,0
PMG0284,2010-01-12,19,18,4,3
PMG1376,2010-01-12,23,0,5,0
PMG2513,2010-01-12,19,2,4,1
PMH3484,2010-01-12,23,3,4,1
PMM0696,2010-01-12,19,2,8,1
PMT2264,2010-01-12,21,18,3,4
PNH1444,2010-01-12,31,0,7,0
PNL0018,2010-01-12,15,19,8,3
POD0750,2010-01-12,9,9,2,3
POS0615,2010-01-12,20,0,9,0
PPG2889,2010-01-12,4,28,1,9
PPP1295,2010-01-12,13,5,8,1
PPT3162,2010-01-12,21,0,3,0
PRH1717,2010-01-12,22,9,4,2
PRH2431,2010-01-12,21,4,8,1
PSC1608,2010-01-12,5,27,1,10
PSD1409,2010-01-12,16,5,6,1
PSG1938,2010-01-12,24,0,3,0
PSH3834,2010-01-12,0,34,0,8
PSP3592,2010-01-12,16,0,5,0
PSS2051,2010-01-12,7,11,2,5
PTG0587,2010-01-12,7,5,2,1
PTO1063,2010-01-12,23,6,5,1
PTR2613,2010-01-12,14,5,8,0
PTS0531,2010-01-12,18,0,7,0
PTS2487,2010-01-12,21,0,4,0
PVV3999,2010-01-12,2,0,0,0
PWG3063,2010-01-12,18,0,5,0
PWM0708,2010-01-12,13,5,8,1
PXR3453,2010-01-12,6,0,1,0
QAH0048,2010-01-12,0,22,0,7
QAH1315,2010-01-12,15,0,7,0
QAS1692,2010-01-12,4,0,3,0
QBH3579,2010-01-12,19,0,7,0
QBL1386,2010-01-12,24,0,7,0
QBR2250,2010-01-12,0,3,0,0
QCB1360,2010-01-12,8,17,2,4
QCD0386,2010-01-12,13,11,8,2
QCN2206,2010-01-12,2,0,1,0
QFD1857,2010-01-12,19,0,6,0
QFP3467,2010-01-12,7,0,3,0
QGH0041,2010-01-12,24,0,6,0
QGS1841,2010-01-12,15,2,5,1
QGS3009,2010-01-12,10,0,2,0
QHF3151,2010-01-12,21,0,6,0
QIC1832,2010-01-12,20,0,4,0
QIS2940,2010-01-12,21,16,8,5
QIT3029,2010-01-12,28,0,10,0
QJA3887,2010-01-12,5,14,0,3
QJF3038,2010-01-12,22,5,9,1
QJO1715,2010-01-12,34,0,9,0
QKO2718,2010-01-12,5,11,2,6
QKP3927,2010-01-12,2,0,1,0
QKV2583,2010-01-12,23,0,6,0
QLC0082,2010-01-12,13,12,2,2
QLW2245,2010-01-12,0,2,0,1
QMP2998,2010-01-12,34,0,14,0
QMV2796,2010-01-12,0,2,0,1
QNC3717,2010-01-12,31,0,11,0
QNG2121,2010-01-12,16,0,6,0
QNW0977,2010-01-12,7,4,2,1
QRJ0691,2010-01-12,13,6,4,4
QRJ1597,2010-01-12,35,0,9,0
QRR1242,2010-01-12,4,11,4,4
QSB1577,2010-01-12,3,0,1,0
QSG2525,2010-01-12,14,7,2,2
QSG3297,2010-01-12,0,2,0,0
QSM3147,2010-01-12,18,0,5,0
QWL3474,2010-01-12,41,0,11,0
QXH0396,2010-01-12,5,2,2,0
QYG1180,2010-01-12,16,0,7,0
RAA0675,2010-01-12,10,3,8,1
RAA1455,2010-01-12,23,6,7,1
RAA3570,2010-01-12,15,2,6,0
RAB0455,2010-01-12,12,20,1,6
RAB1712,2010-01-12,33,4,13,1
RAB2739,2010-01-12,19,0,5,0
RAC0362,2010-01-12,4,6,0,3
RAF1290,2010-01-12,20,2,4,1
RAF3369,2010-01-12,22,11,10,4
RAH1514,2010-01-12,2,0,0,0
RAH2750,2010-01-12,22,0,5,0
RAH3181,2010-01-12,0,24,0,6
RAI1483,2010-01-12,4,22,2,4
RAP0653,2010-01-12,12,18,2,4
RAS0223,2010-01-12,23,0,9,0
RAS0356,2010-01-12,29,0,5,0
RAS3446,2010-01-12,6,3,2,1
RAW3461,2010-01-12,6,0,2,0
RBB0585,2010-01-12,8,11,2,3
RBB3867,2010-01-12,7,4,3,1
RBG3850,2010-01-12,28,0,10,0
RBH3142,2010-01-12,17,3,5,1
RBO0327,2010-01-12,10,0,4,0
RBP1171,2010-01-12,14,0,3,0
RCB0302,2010-01-12,2,0,0,0
RCB2424,2010-01-12,23,0,3,0
RCB2645,2010-01-12,9,0,1,0
RCD2501,2010-01-12,14,0,9,0
RCF0044,2010-01-12,22,12,5,3
RCF0054,2010-01-12,24,13,3,1
RCF2057,2010-01-12,8,8,3,3
RCG0105,2010-01-12,15,0,9,0
RCG1241,2010-01-12,0,14,0,9
RCH2447,2010-01-12,18,7,5,2
RCH3533,2010-01-12,16,0,7,0
RCH3740,2010-01-12,29,5,9,1
RCJ0557,2010-01-12,15,5,7,0
RCL0068,2010-01-12,12,9,6,3
RCM1372,2010-01-12,14,8,4,4
RCM3458,2010-01-12,4,4,1,0
RCS2064,2010-01-12,14,0,8,0
RCT1697,2010-01-12,0,11,0,2
RCV1311,2010-01-12,19,2,4,0
RCW2838,2010-01-12,2,0,1,0
RCW3692,2010-01-12,5,0,1,0
RDA3381,2010-01-12,12,0,1,0
RDB0702,2010-01-12,13,7,3,2
RDB1645,2010-01-12,25,3,13,1
RDB1693,2010-01-12,0,8,0,3
RDC0378,2010-01-12,32,3,8,0
RDE3239,2010-01-12,7,15,4,2
RDF1248,2010-01-12,14,0,9,0
RDM1174,2010-01-12,22,7,4,2
RDP2116,2010-01-12,19,2,4,1
RDW0957,2010-01-12,25,0,15,0
REB0123,2010-01-12,18,7,5,3
REC0283,2010-01-12,28,0,6,0
REC2555,2010-01-12,15,0,5,0
REF3266,2010-01-12,3,0,1,0
REG2171,2010-01-12,0,2,0,1
REJ2666,2010-01-12,20,3,6,2
REK1037,2010-01-12,24,0,9,0
REL3735,2010-01-12,11,23,2,8
REM0580,2010-01-12,19,0,5,0
RFB2959,2010-01-12,28,0,11,0
RFJ2193,2010-01-12,0,5,0,0
RFS1633,2010-01-12,9,0,2,0
RFS2923,2010-01-12,9,2,1,1
RGB0263,2010-01-12,23,0,8,0
