User,numAttachmentDay,numAttachmentNight,numSendDay,numSendNight,numRecievedDay,numRecievedNight,numEmailSentwithAttachDay,numEmailSentwithAttachNight,numEmailRecievedwithAttachDay,numEmailRecievedwithAttachNight,numdistinctRecipientsDay,numdistinctRecipientsNight,numinternalRecipientsDay,numinternalRecipientsNight
BCB2072,1547,490,863,251,1537,517,400,115,380,148,807,333,516,229
BCB2676,640,159,893,194,1707,355,0,0,354,87,847,225,542,127
BCC0456,2386,790,1246,445,2343,836,541,185,587,223,990,396,553,228
BCC2536,159,144,169,180,315,318,21,22,59,63,221,210,127,104
BCG1029,1090,356,1257,437,2386,767,114,53,475,136,969,418,622,271
BCH1138,960,124,967,129,1795,250,0,0,475,64,917,169,574,96
BCH1656,1131,508,1199,607,2321,1127,118,64,445,210,996,538,589,317
BCH3651,222,87,85,32,159,71,41,19,66,30,225,138,139,79
BCL2082,1245,176,971,144,1722,263,215,32,413,71,882,174,489,91
BCM3794,1354,993,1475,1173,2737,2055,163,117,556,406,996,762,616,458
BCO0877,245,40,105,14,193,38,72,12,52,13,236,76,138,50
BCO2338,1242,431,1340,500,2550,821,133,59,552,172,1170,445,692,263
BCS1604,2300,639,1355,413,2609,794,444,128,638,199,858,402,521,238
BCS2912,437,140,293,71,553,116,79,22,135,30,481,195,298,99
BCW3480,378,218,244,110,502,191,0,0,199,85,542,286,312,178
BCZ1345,652,153,749,146,1510,270,0,0,318,66,729,189,396,99
BDA1906,146,43,159,49,295,92,0,0,83,18,231,88,134,47
BDB2163,294,114,106,45,186,71,83,36,60,20,263,142,170,89
BDH0472,1255,218,934,161,1717,335,233,32,416,78,774,210,476,125
BDJ3001,2047,804,1191,469,2335,879,400,141,633,237,864,484,501,289
BDJ3326,290,131,86,40,155,68,70,37,73,34,194,114,129,74
BDK0854,114,21,101,17,203,24,0,0,67,10,275,54,156,27
BDL1065,590,124,939,146,1738,305,0,0,296,53,784,188,517,117
BDM3662,161,120,80,40,144,84,34,23,43,34,187,132,119,87
BDP0031,900,611,677,424,1300,746,237,166,286,183,475,346,289,190
BDP3912,182,51,98,25,188,38,17,6,75,19,275,93,177,51
BDR0510,591,463,776,645,1463,1180,95,72,215,184,719,605,438,375
BDU0497,693,216,841,267,1504,540,99,29,291,101,858,339,501,190
BDV2474,1681,153,959,91,1810,197,440,41,469,44,887,163,559,94
BDW1459,623,132,965,174,1697,318,0,0,307,59,910,215,563,127
BEA0311,216,16,96,13,195,31,47,7,55,4,213,62,136,41
BEB1022,810,169,915,169,1672,325,0,0,456,88,917,261,523,127
BEG3521,1398,466,774,258,1592,477,355,122,418,126,849,302,484,180
BEH0103,2151,689,1307,410,2412,767,446,126,808,258,795,330,404,172
BEH2307,568,143,291,92,523,124,102,40,146,32,361,139,219,72
BEH2967,715,85,319,55,594,76,166,27,196,24,385,107,233,53
BEW1426,805,286,845,264,1508,519,0,0,435,147,805,340,476,179
BFD1111,950,508,722,410,1319,713,157,89,351,185,876,534,540,343
BFR3250,1199,558,695,384,1362,691,313,180,296,127,710,442,415,226
BGA0892,109,14,101,25,189,33,0,0,61,10,285,74,198,46
BGA2301,664,103,311,64,541,116,171,31,155,25,515,162,319,85
BGB3045,1358,532,1011,357,1838,636,228,89,464,182,960,368,560,208
BGH2610,632,170,538,197,1017,352,71,19,268,76,530,231,343,160
BGH2861,138,9,118,13,190,27,0,0,74,6,280,70,157,45
BGK0603,149,24,296,70,582,93,0,0,79,11,479,147,279,87
BGM1226,781,193,812,273,1567,491,101,24,274,84,979,370,621,196
BGM2545,326,200,242,106,443,233,70,25,112,70,328,206,220,134
BGN3820,463,176,262,87,494,188,143,51,88,42,452,202,282,114
BGR1991,858,353,786,340,1394,621,181,81,267,117,761,414,494,257
BGS0751,1468,239,918,164,1676,337,435,75,317,56,821,222,531,134
BGW1739,1419,263,864,190,1680,360,293,52,432,82,767,192,524,127
BHB2598,424,121,311,122,594,209,67,26,136,41,336,185,179,113
BHC0492,907,305,806,281,1523,523,188,70,262,87,937,420,542,248
BHC2049,840,308,802,261,1513,552,77,27,384,133,850,356,556,236
BHC2344,373,164,257,105,498,194,68,27,142,53,471,221,263,122
BHD0598,854,361,767,310,1484,597,184,64,243,108,736,341,454,218
BHD2088,768,233,888,272,1640,561,99,16,290,87,625,258,401,155
BHE1709,1356,473,1267,448,2372,828,403,145,336,118,1294,642,732,357
BHG0258,385,215,573,279,1016,508,0,0,192,112,548,342,345,243
BHG3238,588,266,694,372,1344,737,0,0,294,147,708,412,434,273
BHK2196,207,38,100,23,174,53,51,10,57,12,241,95,139,61
BHM0430,1826,356,1444,276,2620,510,449,80,600,129,1081,357,666,237
BHN2290,409,126,293,66,547,135,44,10,165,44,447,178,279,105
BHS1917,1296,193,932,168,1726,287,208,38,417,65,880,185,522,108
BHW2476,1367,117,990,102,1847,185,229,19,484,48,901,142,556,78
BIG3946,88,7,108,14,188,34,0,0,42,5,292,84,197,57
BIT2790,249,96,88,32,159,69,72,24,80,29,202,112,134,62
BJA1137,1561,295,938,171,1728,302,432,75,359,76,881,211,571,123
BJC0366,926,418,786,329,1480,526,170,68,283,111,696,306,481,199
BJC3423,2312,473,1521,299,2795,633,510,78,721,167,1163,346,678,206
BJE0351,1401,250,734,138,1407,230,316,56,360,70,638,165,400,99
BJF0511,656,276,625,247,1212,454,77,31,245,101,804,347,503,232
BJG0662,1396,265,922,167,1719,308,434,76,317,57,852,195,539,118
BJH3294,189,82,87,38,149,75,44,19,47,25,236,133,139,77
BJH3402,337,71,294,79,518,161,0,0,154,41,415,202,244,106
BJM2491,555,265,753,342,1431,609,0,0,272,145,759,358,468,208
BJM3236,430,181,478,198,846,426,0,0,210,101,504,296,307,189
BJP0186,820,151,878,186,1713,333,0,0,439,79,845,234,564,155
BJR0774,715,74,925,157,1774,259,0,0,371,49,1156,290,689,181
BJR0940,450,155,263,86,528,172,70,18,165,48,409,185,231,112
BJS0053,2387,330,1887,283,3529,526,426,61,779,110,1440,428,875,274
BJS0744,565,165,484,184,960,315,56,20,200,65,605,301,361,178
BJV2631,1549,229,928,152,1757,268,417,70,344,47,973,183,605,98
BJW2134,999,194,890,200,1678,356,204,38,276,52,756,276,445,157
BJW3558,749,203,856,218,1637,433,0,0,401,116,821,301,489,181
BKA0175,997,202,1146,196,2056,410,266,43,280,61,839,346,561,216
BKB0853,112,20,97,23,201,22,13,7,59,3,282,79,167,44
BKC2698,1044,83,987,110,1824,186,104,12,472,32,909,150,592,80
BKC3473,1285,255,1408,275,2652,543,0,0,638,131,1195,401,744,225
BKF0427,617,148,284,75,545,140,164,40,204,50,378,163,205,94
BKF1545,257,187,107,63,186,121,85,54,50,36,264,192,180,130
BKF2204,186,142,95,39,145,76,70,26,39,24,210,135,139,75
BKM1155,1087,518,774,325,1425,610,184,98,374,135,761,349,429,201
BKM2643,633,118,917,172,1715,320,0,0,340,67,901,261,532,167
BKM3410,443,125,288,70,518,162,70,23,160,37,450,174,272,111
BKM3611,131,30,97,24,165,54,26,6,41,15,200,109,115,73
BKR3146,720,120,913,182,1666,353,105,18,247,49,581,205,360,115
BKR3302,61,17,57,22,97,44,0,0,24,8,141,89,71,65
BKS1860,806,266,866,231,1575,467,0,0,419,134,771,308,502,193
BKS2069,746,243,835,269,1544,499,109,31,300,90,747,343,468,202
BKW1032,1445,478,1263,430,2408,799,293,98,459,150,1030,398,642,240
BLB1876,1974,773,864,368,1658,646,411,179,578,228,684,346,441,211
BLD2227,193,20,104,28,189,27,30,4,71,8,242,80,164,55
BLH3602,900,133,982,104,1779,259,0,0,463,65,902,201,532,110
BLL3585,1209,747,671,441,1210,812,258,151,328,224,447,385,288,268
BLL3910,267,93,89,44,207,47,56,31,72,14,253,105,173,67
BLN0230,276,297,283,223,502,423,45,31,92,106,390,359,219,204
BLS1973,1194,611,737,353,1342,690,352,150,314,171,702,383,409,206
BLS3327,220,74,86,33,168,56,38,20,58,16,232,112,142,75
BLY1039,1432,442,1348,408,2403,745,286,95,466,143,1011,357,576,182
BMA1411,1026,333,811,293,1526,499,208,60,283,103,831,289,471,166
BMB0007,3262,1054,2494,802,4609,1516,545,194,1226,387,1747,710,1008,403
BMC3061,1078,342,836,242,1546,481,190,59,365,100,760,266,450,161
BMC3636,315,321,92,108,134,161,58,74,69,71,196,209,132,128
BMF2337,1138,342,1348,469,2672,752,0,0,609,172,1090,409,660,258
BMH0457,368,148,256,115,471,183,61,29,131,46,273,137,172,78
BMH1069,701,133,935,165,1755,295,97,20,239,50,627,183,377,118
BMM0462,1610,580,984,354,1843,617,444,157,357,122,931,395,523,214
BMM3328,138,49,98,22,165,61,24,3,60,22,210,117,117,87
BMN0178,219,50,142,27,275,51,44,13,85,12,188,72,129,45
BMN3207,672,585,776,762,1521,1430,85,90,241,226,554,549,335,333
BMR1662,1237,630,1235,580,2368,1049,259,127,422,189,1020,551,642,340
BMS0925,2526,499,1430,339,2806,582,608,151,877,157,893,304,538,158
BMV1886,862,177,904,169,1739,316,94,20,361,74,852,239,498,147
BNB3370,1672,542,1397,420,2520,864,292,88,560,194,1063,426,660,238
BNC1497,105,42,100,20,181,49,0,0,47,19,267,95,152,52
BNC3178,775,169,936,195,1706,312,0,0,387,77,866,246,447,127
BNF1110,942,966,673,664,1261,1243,238,213,284,302,749,737,493,452
BNH2692,1458,667,748,330,1407,672,261,99,444,199,746,413,486,264
BNH3516,1367,305,896,187,1735,313,288,74,473,70,640,214,382,118
BNK0087,758,224,990,344,1897,626,115,40,288,96,818,349,499,211
BNL1652,779,450,1173,577,2336,1115,0,0,426,212,967,562,569,356
BNR2527,751,141,941,161,1672,329,99,19,308,55,646,200,380,113
BNR3128,119,15,63,11,112,18,29,7,31,3,104,33,60,22
BNS2384,1313,466,1249,462,2310,823,266,106,470,152,1211,584,779,376
BNS3233,685,431,688,399,1360,697,73,53,318,167,728,446,451,272
BNS3594,816,158,944,133,1804,242,0,0,465,70,1004,200,548,93
BNT0663,674,117,909,160,1795,281,0,0,368,73,808,204,489,117
BNW3985,278,72,105,25,179,36,72,17,76,15,229,72,140,40
BOH1751,1906,351,1419,270,2683,510,300,65,680,118,1060,273,634,151
BOJ2179,253,51,95,24,184,44,46,10,69,13,272,88,160,57
BON0968,544,99,306,52,587,101,170,27,149,29,465,144,278,67
BOR2387,1651,1138,1925,1243,3591,2289,190,150,673,426,1665,1178,999,703
BOV1609,2004,959,1457,634,2735,1201,472,221,553,255,1098,614,661,394
BPD2437,1619,577,1107,437,2088,760,363,138,473,187,768,382,475,237
BPL3202,674,380,719,367,1303,722,89,42,291,160,660,434,378,242
BPM3694,305,47,115,10,214,29,81,6,84,16,224,49,137,32
BPN3051,1444,666,973,371,1788,657,294,138,485,200,761,318,480,182
BPR1678,143,58,84,35,138,67,41,17,27,14,173,117,94,63
BQK2024,1497,617,772,325,1453,575,332,144,447,185,649,357,366,203
BQV1308,1737,282,921,151,1758,305,410,66,438,78,806,209,500,139
BQW1904,1230,207,902,184,1668,352,200,34,382,84,819,222,518,127
BRB2143,495,123,280,77,531,148,139,41,136,34,358,145,214,89
BRC1811,740,263,820,303,1506,512,82,27,319,128,943,477,566,263
BRC3949,306,73,113,15,179,39,84,13,67,18,237,87,144,48
BRD3314,206,62,99,26,161,61,63,19,41,17,210,107,138,69
BRG3113,1021,229,886,218,1617,384,193,52,298,67,797,274,483,151
BRG3267,112,20,106,15,204,24,0,0,64,12,252,75,167,42
BRH1107,1070,270,797,255,1605,488,200,72,371,92,801,299,503,196
BRH2866,35,3,24,4,38,5,5,1,13,1,78,24,46,12
BRJ2151,1814,426,856,211,1640,379,396,101,526,118,692,256,420,148
BRM0143,743,254,787,284,1528,530,187,74,238,73,742,305,444,169
BRM0843,146,60,94,39,149,72,19,7,46,20,212,112,123,68
BRN3289,92,33,98,41,146,66,0,0,45,22,237,124,137,82
BRR2899,2520,461,1497,293,2896,527,610,124,653,113,1212,304,689,165
BRS0333,555,99,318,53,571,114,87,19,189,35,635,175,385,90
BRW0963,3010,340,1604,186,3051,350,704,95,887,98,913,184,569,103
BRW3552,786,165,924,183,1711,322,103,18,300,61,658,170,415,108
BSB3083,1536,579,810,268,1557,494,383,124,410,143,802,318,443,168
BSM2288,433,78,299,60,555,121,54,9,163,33,455,197,277,119
BSM2844,321,36,103,20,191,36,77,9,81,8,268,95,162,52
BSS2956,3157,669,1496,319,2871,544,633,158,863,183,919,273,565,161
BSS3551,649,103,925,175,1668,349,0,0,345,63,776,209,486,119
BSV1499,267,59,104,28,188,28,67,19,52,10,253,71,154,41
BTB0489,960,320,837,276,1457,526,197,62,298,102,690,344,396,216
BTG3468,376,90,295,79,570,105,77,13,119,27,398,142,217,81
BTR2026,671,166,847,266,1570,428,0,0,343,88,816,318,477,189
BTV0644,771,178,933,139,1734,289,97,21,309,63,1094,314,683,212
BUS1727,2591,701,1744,456,3205,805,549,156,803,216,1261,474,772,285
BUS2399,638,218,275,93,505,163,144,56,184,56,481,221,290,118
BUW2717,892,343,818,274,1462,591,97,34,346,145,774,332,489,208
BVB1673,105,105,101,62,189,107,28,25,20,19,163,106,97,64
BVC0009,5485,1057,3017,560,5467,1094,960,197,1716,323,1602,536,863,286
BVD3974,199,82,82,49,145,76,44,25,60,23,199,133,131,80
BVK1096,286,57,322,80,565,166,0,0,141,33,347,139,222,79
BWA2593,1169,411,780,314,1469,575,375,127,305,109,748,372,423,208
BWC2534,921,448,694,326,1312,650,244,114,255,140,649,357,401,203
BWG3220,681,350,746,358,1395,648,0,0,379,175,721,433,406,249
BWJ0136,1329,639,1167,534,2121,981,373,173,341,156,1025,587,619,363
BWK0172,1545,1023,1348,864,2536,1541,331,193,508,315,1364,906,871,569
BWM2339,2267,809,1327,455,2597,832,441,147,661,224,863,398,541,254
BWW1159,1247,493,767,344,1371,661,252,107,323,160,692,351,428,217
BXG1340,1567,241,913,155,1735,275,333,54,475,88,694,185,437,99
BXG3763,361,147,270,92,498,190,84,29,107,37,421,208,247,115
BXK2091,1632,320,845,205,1638,402,410,88,376,79,857,262,580,159
BXN0660,1117,184,927,174,1761,285,216,40,350,54,863,201,550,118
BXR3536,775,272,817,267,1497,506,0,0,401,137,792,308,496,182
BXT2678,1232,282,889,176,1665,366,321,61,391,100,597,244,362,127
BXW1804,419,159,215,95,400,160,104,37,82,35,347,160,211,90
BYC3970,263,128,86,47,143,72,73,35,62,29,225,120,131,72
BYF3784,1983,865,1312,517,2502,912,584,225,454,182,1037,512,621,270
BYL2133,214,83,288,68,541,145,0,0,99,33,423,145,231,80
BYS3626,320,101,84,40,188,68,64,27,72,32,222,130,124,88
BZB3532,838,614,863,428,1569,895,85,52,359,249,725,469,445,277
BZC3956,52,28,83,14,111,29,0,0,31,11,164,61,95,35
BZH1158,1372,657,762,335,1431,621,345,159,311,172,717,338,447,203
BZS1344,748,181,902,208,1667,377,0,0,359,94,795,251,514,129
CAB3121,1079,455,793,287,1419,604,202,68,357,152,723,328,446,189
CAC0147,887,97,958,168,1695,305,0,0,427,63,1108,325,732,213
CAC1777,986,139,1178,149,2227,277,0,0,531,72,1195,243,754,135
CAC3741,424,168,267,81,503,194,72,26,138,54,443,223,266,141
CAF1331,951,217,902,196,1674,352,113,27,365,76,883,292,524,160
CAF3929,261,52,113,15,179,41,86,13,49,14,283,89,185,53
CAG0502,606,182,795,279,1509,533,89,29,205,66,739,310,469,189
CAG0888,268,62,101,24,192,42,76,16,74,17,243,84,150,51
CAG1644,782,432,1240,566,2307,1109,0,0,441,207,984,526,602,299
CAG2236,231,32,84,14,142,22,65,12,38,2,209,51,124,38
CAG2442,1844,339,1102,221,2076,405,378,72,472,96,807,247,505,145
CAG3049,1366,503,977,367,1818,660,224,80,486,170,980,422,612,244
CAG3622,204,35,89,27,180,48,20,2,83,18,224,113,126,66
CAH1839,554,241,793,278,1523,538,0,0,271,116,599,263,363,145
CAM0679,1112,833,660,423,1246,819,301,215,340,246,523,390,324,229
CAM1323,877,192,926,178,1692,325,85,22,339,70,647,203,389,126
CAM2468,1038,149,943,142,1766,300,103,19,428,64,1056,300,668,188
CAM3050,1763,487,1010,363,1847,589,356,107,508,152,858,371,518,224
CAO3117,681,102,924,183,1690,339,0,0,329,59,819,249,476,149
CAP1971,1542,826,710,360,1375,712,331,158,418,235,571,293,355,178
CAP2149,751,161,892,213,1596,424,0,0,353,79,780,289,478,167
CAP2283,553,126,313,60,528,134,175,33,138,31,467,141,272,90
CAR0928,534,155,268,78,539,159,143,44,147,50,428,174,236,95
CAR0992,1826,561,1213,368,2208,751,520,151,419,135,1117,463,677,271
CAR2244,356,140,106,41,195,76,75,31,92,40,229,126,130,67
CAR2748,1019,528,722,353,1392,691,164,73,378,210,774,429,464,275
CAR2900,1264,231,1517,259,2894,496,0,0,648,110,1206,300,686,140
CAS0391,483,136,297,74,538,134,92,21,147,45,445,186,257,95
CAS1017,350,69,296,59,582,106,0,0,174,30,560,184,328,109
CAS1702,292,99,267,95,483,204,0,0,129,46,397,222,245,127
CAS3022,1045,215,1377,278,2686,514,0,0,614,123,1110,255,664,124
CAV1868,1154,309,838,252,1559,465,176,55,414,118,821,333,502,208
CBA1023,1033,945,1167,1081,2216,1980,128,122,449,376,1031,979,579,557
CBB2904,777,143,296,61,568,101,180,38,202,37,402,116,224,58
CBB3018,464,233,755,358,1317,731,0,0,266,116,526,314,316,188
CBC0952,2888,197,1697,109,3171,211,744,53,906,53,1010,146,613,73
CBC3175,1742,345,926,187,1712,328,429,87,516,93,684,210,356,99
CBD0802,1158,323,887,208,1570,456,205,48,378,113,731,263,489,155
CBD3251,79,31,104,16,201,29,0,0,53,8,280,64,180,46
CBG1074,1400,248,900,182,1712,330,308,66,401,69,629,184,414,104
CBG1142,1639,254,1048,187,1938,319,376,68,518,76,884,213,514,123
CBG2875,2009,485,1476,292,2747,646,477,106,702,183,890,301,541,182
CBH0413,2632,120,1652,72,2978,166,724,33,592,33,1238,145,693,76
CBJ0683,501,370,433,335,846,604,81,75,179,119,467,359,286,215
CBJ2083,1138,248,920,168,1737,343,214,38,388,91,958,227,572,140
CBJ3719,2134,956,1200,604,2404,1027,486,275,698,300,814,516,479,314
CBL3631,253,137,81,38,156,71,65,31,55,34,224,141,147,94
CBM0060,1791,501,1013,293,1890,628,487,142,451,130,933,422,567,275
CBM0410,2118,125,1547,104,2946,210,510,40,645,32,1227,148,725,83
CBM1814,660,179,795,275,1557,518,0,0,318,108,1027,449,611,286
CBM2858,284,82,98,26,178,50,82,19,81,21,221,93,134,51
CBR0121,1141,629,716,380,1317,712,245,132,381,219,535,348,311,192
CBR2229,264,43,106,23,184,37,46,9,75,14,247,96,161,71
CBS0951,903,30,939,56,1730,96,115,7,369,10,795,120,497,68
CBW2427,1118,180,1148,204,2122,355,265,48,335,58,988,280,578,168
CCB0547,1399,712,705,386,1311,743,322,176,414,227,532,338,347,223
CCB3055,1476,533,884,336,1662,597,296,107,429,158,824,309,484,162
CCB3173,974,185,907,193,1697,322,95,22,394,70,865,250,517,142
CCB3943,215,17,111,17,197,26,54,8,52,5,265,65,152,35
CCC0491,973,400,782,291,1499,558,164,68,338,136,1024,458,614,267
CCD3168,878,208,472,105,872,214,220,52,227,48,504,159,305,84
CCE0745,715,156,927,158,1669,350,0,0,354,83,834,220,535,123
CCF2298,501,86,314,49,564,110,88,16,157,23,477,171,286,102
CCF3529,1876,548,956,251,1754,508,426,115,559,153,727,257,462,159
CCG1025,1544,489,797,270,1576,473,374,126,443,136,613,219,366,117
CCG3254,122,10,113,18,192,29,0,0,65,5,269,71,172,46
CCH1508,97,9,115,12,194,24,0,0,51,4,294,61,171,37
CCH1724,1097,324,1279,416,2415,784,0,0,583,176,1323,582,796,365
CCH3489,969,261,821,242,1597,468,87,27,397,124,678,215,441,148
CCL1770,1855,286,1150,167,2157,320,504,73,508,88,1059,274,660,153
CCL3272,136,75,85,34,166,65,20,9,50,24,268,100,181,64
CCM2207,147,88,86,42,156,65,37,26,44,18,220,131,138,80
CCM3075,1489,636,790,305,1503,547,345,148,388,140,750,326,410,177
CCN2726,1152,633,722,370,1328,742,258,123,298,176,682,395,428,243
CCS3575,1412,425,821,280,1576,463,260,103,476,128,632,278,412,168
CCT0020,1153,278,1099,250,1968,470,250,53,341,80,988,320,642,210
CCT2165,237,159,108,60,183,132,86,48,52,33,256,191,150,111
CCW2381,3008,585,1773,367,3327,691,589,110,835,183,1315,419,783,249
CCW3901,1581,554,800,290,1519,509,358,133,470,152,607,267,358,158
CDA2295,441,48,289,51,535,90,42,9,164,25,468,143,270,90
CDB2017,1423,820,814,482,1515,942,281,171,432,263,646,451,397,280
CDB2947,1427,212,1576,220,2987,401,166,26,553,68,950,223,637,143
CDB3222,1333,627,736,370,1417,629,332,166,430,192,572,318,384,208
CDC3413,2579,2080,1523,1071,2657,2062,512,372,800,647,910,743,546,431
CDD0127,1231,398,788,291,1520,532,359,123,321,117,867,403,525,254
CDE1846,1738,550,861,266,1605,433,394,166,568,146,621,236,383,134
CDL0867,178,30,105,20,192,32,47,7,44,8,295,79,194,56
CDL2145,1027,306,850,243,1626,388,203,59,342,99,979,380,574,254
CDM0538,2166,151,1002,79,1905,136,465,33,694,51,676,102,398,54
CDM1097,212,58,181,39,328,68,47,11,71,11,221,81,126,40
CDM2075,1025,151,925,177,1725,323,107,15,421,67,804,229,479,143
CDP0340,161,35,93,30,200,32,24,7,63,14,263,78,165,38
CDP2892,2448,487,1512,320,2725,597,659,139,577,120,1156,363,691,205
CDS1579,205,106,82,40,136,93,64,29,50,27,208,160,136,110
CDS2792,153,42,93,33,163,61,0,0,66,23,239,134,133,82
CDS3824,235,110,272,96,485,174,28,12,94,35,344,181,208,118
CDW0886,96,22,50,8,72,14,31,7,23,6,128,30,79,10
CDW0986,482,98,271,73,572,115,93,17,173,28,455,155,250,80
CDW2000,832,405,755,311,1356,663,166,62,254,134,772,389,451,234
CDY3409,218,124,271,95,479,194,0,0,112,50,427,214,262,128
CEB3714,907,463,1227,586,2360,1088,0,0,475,236,1022,523,624,288
CEC1352,949,205,940,214,1752,365,119,28,374,90,795,205,442,119
CED2356,161,75,190,66,354,128,0,0,94,37,324,146,191,76
CEM1852,1808,593,821,277,1575,483,377,127,513,160,615,247,402,155
CER0228,2288,1100,1072,467,1940,909,490,216,766,386,709,388,408,203
CET3786,2451,778,1364,441,2606,836,568,206,752,214,938,398,528,227
CFL0156,2399,1148,1114,525,2026,1034,494,234,680,341,832,465,452,245
CFP3418,2678,676,1473,335,2789,602,629,142,821,205,956,328,580,194
CFR1166,237,127,297,126,570,261,0,0,119,66,343,187,209,109
CFR1523,98,11,105,19,193,30,0,0,51,5,268,77,171,51
CFS1611,2516,582,1501,330,2822,606,656,140,792,191,941,289,567,161
CGB2215,75,30,80,48,149,71,0,0,38,19,214,147,139,96
CGB3928,166,38,101,20,178,41,23,6,59,14,279,89,191,69
CGC1132,895,154,931,158,1811,250,0,0,441,70,858,180,536,106
CGG2688,943,482,769,312,1444,602,179,76,324,158,854,476,524,259
CGG3388,337,347,276,220,487,498,35,37,134,128,391,438,217,283
CGM0035,1733,727,1177,461,2256,950,381,144,551,235,1074,580,636,366
CGM2036,1831,243,914,137,1772,256,416,62,581,75,613,157,358,92
CGM3124,80,36,49,23,82,45,22,11,20,12,73,69,39,40
CGT3148,1146,259,909,179,1695,363,401,76,246,52,785,235,487,139
CGW0692,769,635,796,706,1544,1272,97,62,302,273,653,561,393,341
CGW3093,1012,297,809,281,1538,489,106,27,436,130,777,372,454,220
CHA3190,1431,735,827,438,1533,800,309,162,388,196,626,373,350,214
CHB0996,1939,1025,1448,781,2712,1357,323,172,700,377,1356,820,813,477
CHB1062,1404,287,991,204,1927,383,357,61,472,97,843,248,492,138
CHB3396,293,96,273,97,511,173,0,0,164,51,431,195,270,117
CHB3647,130,69,72,47,150,81,18,10,62,29,223,159,136,100
CHC0252,1120,711,1114,714,2093,1377,380,229,170,124,710,575,474,358
CHF1005,2496,495,1821,351,3412,621,559,114,694,132,1383,447,864,263
CHH2272,1687,766,1273,495,2385,993,280,101,630,291,1080,517,648,311
CHH3583,902,530,695,399,1293,749,157,95,287,161,698,402,435,246
CHL2644,739,106,969,149,1736,293,0,0,392,59,916,218,574,123
CHL3430,2417,507,1523,308,2926,489,626,132,732,139,1220,290,717,155
